z[m]	p[mb]	tls[K/s]	q[kg/kg/s]	u[m/s]	v[m/s]	w[m/s]
3133.277288 -999.000000 -2.213e-05 2.337e-08 -9.648310 0.635463 0.024587
3433.455267 -999.000000 -3.122e-05 2.143e-08 -8.930170 0.934705 0.028225
3743.149964 -999.000000 -3.582e-05 1.920e-08 -8.130910 1.154600 0.033137
4062.873602 -999.000000 -1.859e-05 1.877e-08 -7.268930 0.998890 0.038763
4393.547557 -999.000000 -2.051e-06 1.678e-08 -6.481650 0.841791 0.044581
4736.096328 -999.000000 6.873e-07 1.758e-08 -6.121360 0.997558 0.050197
5091.538113 -999.000000 -5.327e-07 1.750e-08 -5.999990 1.241660 0.055124
5461.106619 -999.000000 -6.372e-06 1.389e-08 -6.538620 1.596440 0.058832
5846.023059 -999.000000 -1.220e-05 9.674e-09 -7.030260 1.908240 0.061511
6247.621085 -999.000000 -1.322e-05 2.638e-09 -6.774600 1.963940 0.064048
6667.134404 -999.000000 -1.222e-05 -1.444e-09 -5.983270 1.862540 0.067028
7106.499466 -999.000000 -7.095e-06 -9.871e-10 -4.102800 1.473890 0.070156
7567.252940 -999.000000 -3.048e-06 -5.976e-10 -2.211440 1.086710 0.073119
8051.649853 -999.000000 -1.506e-06 7.193e-10 -1.242790 0.955384 0.075684
8562.143563 -999.000000 -4.163e-07 1.742e-09 -0.699310 1.155310 0.078332
9101.601268 -999.000000 1.834e-06 2.423e-09 -0.408170 1.958540 0.081718
9674.016115 -999.000000 5.831e-06 3.800e-09 -0.567256 3.153780 0.084016
10284.194875 -999.000000 1.055e-05 5.003e-09 -1.494690 4.680530 0.080978
10938.788632 -999.000000 1.292e-05 5.302e-09 -2.671430 6.119640 0.069682
11645.580669 -999.000000 8.429e-06 3.831e-09 -3.397960 7.025360 0.052541
12414.902888 -999.000000 2.577e-06 7.541e-10 -2.606840 7.211860 0.036026
13261.089708 -999.000000 4.535e-06 -1.291e-11 -0.258561 6.669720 0.023661
14204.398905 -999.000000 1.188e-05 -9.013e-11 2.297640 6.038070 0.013610
15279.631934 -999.000000 1.388e-05 -7.401e-12 2.575280 4.410470 0.004589
16559.244848 -999.000000 9.383e-06 -3.649e-13 3.469780 4.494980 0.000000
18189.489653 -999.000000 -0.000e+00 -0.000e+00 3.451560 4.360340 0.000000
 279.750000,	40.000000,	1010.000000,	day,	nlevels,	pres0
51.539363 -999.000000 -1.853e-05 8.958e-09 -1.149540 -0.409505 0.000000
61.539363 -999.000000 -1.853e-05 8.958e-09 -1.149540 -0.409505 0.000000
71.539363 -999.000000 -1.853e-05 8.958e-09 -1.149540 -0.409505 0.002536
295.777238 -999.000000 -2.561e-05 1.476e-08 -1.682110 -0.452072 0.006527
525.437176 -999.000000 -2.458e-05 6.936e-09 -2.094320 -0.470585 0.011773
759.600923 -999.000000 -9.871e-06 -1.672e-08 -2.618380 -0.504833 0.017550
998.577688 -999.000000 4.841e-06 -3.700e-08 -3.571590 -0.355925 0.023064
1242.770376 -999.000000 1.117e-05 -4.017e-08 -5.178040 -0.037104 0.027213
1492.491319 -999.000000 5.960e-06 -1.592e-08 -6.865780 -0.019432 0.029241
1748.149670 -999.000000 -9.731e-07 1.021e-10 -8.093480 -0.121175 0.029348
2010.251405 -999.000000 -1.532e-06 9.476e-09 -8.922070 -0.223897 0.028221
2279.008909 -999.000000 -3.369e-06 1.855e-08 -9.506340 -0.241811 0.026716
2554.928156 -999.000000 -8.138e-06 2.582e-08 -9.846570 -0.114585 0.025723
2838.424549 -999.000000 -1.452e-05 2.188e-08 -9.800220 0.212938 0.025963
3130.104007 -999.000000 -2.123e-05 1.910e-08 -9.637020 0.543781 0.027766
3430.385055 -999.000000 -2.830e-05 1.913e-08 -8.955470 0.741960 0.031301
3740.182822 -999.000000 -3.134e-05 1.897e-08 -8.182840 0.875940 0.036331
4060.109475 -999.000000 -1.443e-05 1.628e-08 -7.304640 0.734713 0.042321
4390.989568 -999.000000 8.871e-07 1.318e-08 -6.506220 0.603956 0.048769
4733.638285 -999.000000 2.844e-06 1.514e-08 -6.195190 0.756267 0.055353
5089.492347 -999.000000 1.587e-06 1.570e-08 -6.111710 0.990734 0.061352
5459.160798 -999.000000 -2.918e-06 1.154e-08 -6.590150 1.340230 0.066223
5844.180307 -999.000000 -7.836e-06 7.108e-09 -7.011140 1.652070 0.069931
6245.678387 -999.000000 -9.667e-06 1.877e-09 -6.730500 1.726790 0.073399
6665.391598 -999.000000 -9.477e-06 -1.247e-09 -5.932670 1.657680 0.077074
7104.656715 -999.000000 -5.012e-06 -1.150e-09 -4.065500 1.327090 0.080983
7565.410189 -999.000000 -1.761e-06 -8.441e-10 -2.180520 0.998035 0.084832
8049.910171 -999.000000 -6.647e-07 6.326e-10 -1.183030 0.901580 0.088271
8560.302374 -999.000000 2.643e-07 1.772e-09 -0.615662 1.116710 0.091826
9099.861585 -999.000000 2.655e-06 2.479e-09 -0.346894 1.909180 0.095949
9672.276432 -999.000000 6.963e-06 3.887e-09 -0.545949 3.097390 0.098724
10282.556700 -999.000000 1.171e-05 5.280e-09 -1.509540 4.648160 0.095587
10937.153580 -999.000000 1.400e-05 5.808e-09 -2.720210 6.085290 0.083312
11644.147071 -999.000000 1.011e-05 4.456e-09 -3.458940 6.900440 0.063852
12413.984635 -999.000000 6.204e-06 1.194e-09 -2.668640 6.972940 0.043686
13260.374471 -999.000000 8.713e-06 3.660e-11 -0.391525 6.454600 0.027279
14204.092821 -999.000000 1.554e-05 -9.775e-11 2.155880 5.963630 0.014219
15279.324288 -999.000000 1.083e-05 -1.477e-11 2.638480 4.622430 0.004345
16559.040271 -999.000000 7.395e-06 1.172e-12 3.628000 4.780940 0.000000
18189.183569 -999.000000 -0.000e+00 -0.000e+00 3.589130 4.670080 0.000000
 279.770833,	40.000000,	1010.000000,	day,	nlevels,	pres0
49.184389 -999.000000 -1.092e-05 6.179e-09 -1.541950 -0.426497 0.000000
59.184389 -999.000000 -1.092e-05 6.179e-09 -1.541950 -0.426497 0.000000
69.184389 -999.000000 -1.092e-05 6.179e-09 -1.541950 -0.426497 0.002341
292.397819 -999.000000 -1.764e-05 1.435e-08 -2.391700 -0.589876 0.006191
521.751673 -999.000000 -1.637e-05 7.663e-09 -2.732740 -0.624085 0.011399
755.612459 -999.000000 -4.864e-06 -1.850e-08 -3.111490 -0.639712 0.017339
994.479908 -999.000000 8.502e-06 -4.085e-08 -3.835500 -0.484525 0.023115
1238.675720 -999.000000 1.441e-05 -4.727e-08 -5.142370 -0.221066 0.027510
1488.499732 -999.000000 6.965e-06 -2.012e-08 -6.627400 -0.168686 0.029754
1744.051891 -999.000000 -1.858e-06 -3.101e-09 -7.863640 -0.251562 0.030153
2006.262941 -999.000000 -5.960e-06 7.572e-09 -8.780360 -0.370007 0.029270
2275.017321 -999.000000 -9.922e-06 1.651e-08 -9.399950 -0.412788 0.027946
2550.939693 -999.000000 -1.293e-05 2.167e-08 -9.728690 -0.306518 0.027026
2834.635977 -999.000000 -1.585e-05 1.814e-08 -9.680080 -0.010951 0.027183
3126.421628 -999.000000 -1.897e-05 1.576e-08 -9.527760 0.292724 0.028825
3427.005636 -999.000000 -2.212e-05 1.290e-08 -8.937440 0.505582 0.032088
3736.906472 -999.000000 -2.247e-05 1.034e-08 -8.264440 0.672355 0.036830
4056.936194 -999.000000 -1.003e-05 1.115e-08 -7.469440 0.635976 0.042552
4388.022426 -999.000000 9.560e-07 1.123e-08 -6.733470 0.603848 0.048758
4730.980350 -999.000000 3.466e-06 1.147e-08 -6.396010 0.763315 0.055073
5086.934358 -999.000000 3.560e-06 1.091e-08 -6.247050 0.990191 0.060878
5456.805824 -999.000000 1.760e-07 6.864e-09 -6.567370 1.347010 0.065559
5841.828456 -999.000000 -4.426e-06 2.938e-09 -6.853220 1.679830 0.069102
6243.323413 -999.000000 -7.261e-06 -2.842e-10 -6.604130 1.812830 0.072251
6662.836732 -999.000000 -8.138e-06 -2.062e-09 -5.903750 1.810930 0.075595
7101.892588 -999.000000 -4.090e-06 -1.657e-09 -4.203130 1.544110 0.079414
7562.443046 -999.000000 -1.338e-06 -1.017e-09 -2.398920 1.258650 0.083559
8046.633821 -999.000000 -7.669e-07 9.718e-10 -1.177310 1.151760 0.087708
8556.924516 -999.000000 2.730e-08 2.206e-09 -0.363681 1.324830 0.092177
9096.282275 -999.000000 2.104e-06 2.783e-09 -0.061318 2.043750 0.097395
9668.592491 -999.000000 5.706e-06 4.169e-09 -0.284274 3.138170 0.101310
10278.974266 -999.000000 9.741e-06 5.430e-09 -1.211060 4.578320 0.099158
10933.774161 -999.000000 1.133e-05 5.832e-09 -2.374050 5.929580 0.087408
11640.872283 -999.000000 6.967e-06 4.838e-09 -3.075360 6.665470 0.067626
12410.811354 -999.000000 2.936e-06 1.599e-09 -2.384980 6.712000 0.046060
13257.404205 -999.000000 5.007e-06 1.323e-10 -0.334512 6.289850 0.027677
14201.022610 -999.000000 1.387e-05 -9.346e-11 2.120610 5.966710 0.013362
15276.561722 -999.000000 1.036e-05 -1.818e-11 2.821090 4.907420 0.003735
16556.482282 -999.000000 6.832e-06 2.363e-12 3.805350 5.059510 0.000000
18187.240871 -999.000000 -0.000e+00 -0.000e+00 3.757090 4.895490 0.000000
 279.791667,	40.000000,	1010.000000,	day,	nlevels,	pres0
46.932484 -999.000000 -6.740e-06 6.418e-09 -1.932300 -0.444678 0.000000
56.932484 -999.000000 -6.740e-06 6.418e-09 -1.932300 -0.444678 0.000000
66.932484 -999.000000 -6.740e-06 6.418e-09 -1.932300 -0.444678 0.001778
289.021524 -999.000000 -1.271e-05 1.414e-08 -3.098090 -0.727898 0.004955
517.863155 -999.000000 -9.938e-06 8.121e-09 -3.369620 -0.778124 0.009545
751.617749 -999.000000 -2.817e-07 -1.963e-08 -3.604920 -0.776016 0.015055
990.491444 -999.000000 1.174e-05 -4.407e-08 -4.100170 -0.615856 0.020491
1234.581064 -999.000000 1.736e-05 -5.437e-08 -5.107310 -0.408926 0.024547
1484.305130 -999.000000 7.928e-06 -2.448e-08 -6.388380 -0.320835 0.026509
1740.063427 -999.000000 -2.727e-06 -6.322e-09 -7.632590 -0.384224 0.026604
2002.168285 -999.000000 -1.024e-05 5.564e-09 -8.636990 -0.518025 0.025474
2270.922665 -999.000000 -1.641e-05 1.409e-08 -9.291390 -0.585510 0.023851
2547.048051 -999.000000 -1.771e-05 1.645e-08 -9.608400 -0.500161 0.022499
2830.850528 -999.000000 -1.691e-05 1.321e-08 -9.557790 -0.236662 0.022131
3122.736125 -999.000000 -1.611e-05 1.101e-08 -9.416610 0.039723 0.023173
3423.529395 -999.000000 -1.552e-05 5.311e-09 -8.917930 0.267660 0.025771
3733.530176 -999.000000 -1.342e-05 4.115e-10 -8.344800 0.467530 0.029863
4053.865983 -999.000000 -5.379e-06 5.269e-09 -7.633340 0.537267 0.034938
4385.155230 -999.000000 1.415e-06 8.773e-09 -6.960110 0.604851 0.040551
4728.216223 -999.000000 4.470e-06 7.407e-09 -6.596420 0.771458 0.046332
5084.273300 -999.000000 5.793e-06 5.873e-09 -6.382220 0.990739 0.051695
5454.350904 -999.000000 3.435e-06 1.865e-09 -6.544520 1.354680 0.056005
5839.473482 -999.000000 -7.841e-07 -1.686e-09 -6.695250 1.708340 0.059213
6240.868494 -999.000000 -4.556e-06 -2.754e-09 -6.477420 1.899290 0.061972
6660.175674 -999.000000 -6.542e-06 -3.056e-09 -5.874260 1.964310 0.064954
7099.028514 -999.000000 -2.945e-06 -2.226e-09 -4.340460 1.761370 0.068703
7559.372835 -999.000000 -6.576e-07 -1.133e-09 -2.617290 1.519590 0.073226
8043.255964 -999.000000 -5.727e-07 1.302e-09 -1.171130 1.401930 0.078212
8553.345206 -999.000000 -9.080e-08 2.564e-09 -0.111018 1.532770 0.083857
9092.699841 -999.000000 1.390e-06 3.004e-09 0.224775 2.178030 0.090437
9665.010057 -999.000000 4.133e-06 4.367e-09 -0.022201 3.178620 0.095829
10275.391832 -999.000000 7.594e-06 5.431e-09 -0.912268 4.508220 0.095166
10930.296358 -999.000000 8.695e-06 5.382e-09 -2.027520 5.773780 0.084664
11637.599056 -999.000000 3.946e-06 4.887e-09 -2.691030 6.430530 0.065508
12407.741143 -999.000000 -1.285e-07 1.849e-09 -2.100740 6.450950 0.043792
13254.333994 -999.000000 1.349e-06 2.302e-10 -0.277212 6.124950 0.025092
14197.952398 -999.000000 1.242e-05 -8.030e-11 2.085610 5.969890 0.011205
15273.491511 -999.000000 9.923e-06 -2.292e-11 3.003770 5.192420 0.002856
16554.025801 -999.000000 6.095e-06 3.129e-12 3.982700 5.338090 -0.000000
18185.193543 -999.000000 -0.000e+00 -0.000e+00 3.925050 5.120900 -0.000000
 279.812500,	40.000000,	1010.000000,	day,	nlevels,	pres0
46.935607 -999.000000 -1.804e-06 4.972e-09 -1.688450 -0.473873 0.000000
56.935607 -999.000000 -1.804e-06 4.972e-09 -1.688450 -0.473873 0.000000
66.935607 -999.000000 -1.804e-06 4.972e-09 -1.688450 -0.473873 0.002294
288.818509 -999.000000 -8.510e-06 1.578e-08 -3.088390 -0.798273 0.006042
517.557071 -999.000000 -7.018e-06 5.925e-09 -3.498600 -0.809927 0.011170
751.208596 -999.000000 -6.612e-07 -1.473e-08 -3.868480 -0.765704 0.017136
990.182237 -999.000000 1.083e-05 -3.569e-08 -4.454470 -0.624439 0.022932
1234.378049 -999.000000 1.665e-05 -4.698e-08 -5.459320 -0.506916 0.027339
1484.098992 -999.000000 1.114e-05 -2.614e-08 -6.709000 -0.515526 0.029755
1739.754219 -999.000000 2.866e-06 -1.204e-08 -7.872760 -0.623914 0.030465
2001.962147 -999.000000 -3.468e-06 -3.378e-09 -8.744070 -0.732966 0.030045
2270.922665 -999.000000 -9.232e-06 4.056e-09 -9.263570 -0.725845 0.029147
2547.151120 -999.000000 -1.125e-05 9.423e-09 -9.492080 -0.571669 0.028451
2831.053543 -999.000000 -1.072e-05 7.854e-09 -9.416550 -0.280421 0.028661
3123.145278 -999.000000 -1.029e-05 7.057e-09 -9.268650 0.016889 0.030226
3423.935425 -999.000000 -1.118e-05 3.305e-09 -8.840780 0.249878 0.033422
3734.348483 -999.000000 -1.099e-05 2.351e-11 -8.349210 0.455478 0.038087
4054.687413 -999.000000 -6.205e-06 5.134e-09 -7.717820 0.542681 0.043851
4385.976660 -999.000000 -1.772e-06 9.013e-09 -7.108650 0.631636 0.050176
4729.137599 -999.000000 1.043e-06 6.786e-09 -6.730220 0.829014 0.056506
5085.194675 -999.000000 2.398e-06 5.018e-09 -6.485970 1.079810 0.062160
5455.169211 -999.000000 -5.849e-07 1.942e-09 -6.618660 1.473490 0.066446
5839.985705 -999.000000 -5.532e-06 -4.696e-10 -6.762650 1.855760 0.069427
6241.277647 -999.000000 -9.739e-06 -2.028e-09 -6.624350 2.073370 0.071726
6660.378689 -999.000000 -1.153e-05 -3.072e-09 -6.137610 2.157160 0.074173
7098.925445 -999.000000 -6.630e-06 -1.921e-09 -4.765920 1.948930 0.077419
7558.860612 -999.000000 -2.938e-06 -6.674e-10 -3.164930 1.687210 0.081529
8042.542288 -999.000000 -2.098e-06 2.023e-09 -1.688970 1.528850 0.085992
8552.317637 -999.000000 -1.128e-06 3.165e-09 -0.538754 1.592070 0.090979
9091.266242 -999.000000 6.076e-07 3.053e-09 -0.097940 2.122320 0.096784
9663.268813 -999.000000 2.944e-06 4.081e-09 -0.213250 3.005510 0.101380
10273.449135 -999.000000 5.144e-06 4.846e-09 -0.924559 4.254170 0.100060
10928.147523 -999.000000 5.637e-06 4.647e-09 -1.868470 5.528940 0.089070
11635.448659 -999.000000 2.380e-06 4.080e-09 -2.429130 6.299870 0.069272
12405.695376 -999.000000 -5.132e-07 1.596e-09 -1.899000 6.419280 0.046376
13252.595873 -999.000000 9.462e-07 2.060e-10 -0.190340 6.115370 0.025799
14196.314223 -999.000000 1.198e-05 -6.043e-11 2.205690 6.000440 0.010415
15272.367120 -999.000000 6.981e-06 -2.879e-11 3.290540 5.357690 0.002201
16553.718155 -999.000000 3.413e-06 3.685e-12 4.159320 5.352160 0.000000
18186.317934 -999.000000 -0.000e+00 -0.000e+00 4.021140 4.946120 0.000000
 279.833333,	40.000000,	1010.000000,	day,	nlevels,	pres0
46.932484 -999.000000 -4.014e-06 6.411e-09 -1.431220 -0.503378 0.000000
56.932484 -999.000000 -4.014e-06 6.411e-09 -1.431220 -0.503378 0.000000
66.932484 -999.000000 -4.014e-06 6.411e-09 -1.431220 -0.503378 0.000904
288.509301 -999.000000 -9.976e-06 1.638e-08 -3.047590 -0.866360 0.002617
517.250987 -999.000000 -7.183e-06 4.327e-09 -3.615270 -0.846927 0.005451
750.902511 -999.000000 -2.678e-06 -1.004e-08 -4.135690 -0.770252 0.009155
989.876153 -999.000000 7.784e-06 -3.036e-08 -4.818710 -0.663054 0.012764
1234.068841 -999.000000 1.333e-05 -4.514e-08 -5.821350 -0.646873 0.015197
1483.689838 -999.000000 1.028e-05 -3.401e-08 -7.031720 -0.743851 0.016054
1739.551204 -999.000000 3.485e-06 -2.495e-08 -8.112710 -0.891376 0.015577
2001.756008 -999.000000 -1.868e-06 -2.053e-08 -8.850260 -0.971929 0.014365
2270.819596 -999.000000 -7.205e-06 -1.499e-08 -9.233620 -0.887758 0.012948
2547.151120 -999.000000 -9.738e-06 -6.946e-09 -9.372010 -0.663726 0.011936
2831.259681 -999.000000 -9.067e-06 -6.333e-09 -9.272240 -0.346536 0.012018
3123.451362 -999.000000 -8.869e-06 -5.081e-09 -9.118100 -0.030408 0.013710
3424.550717 -999.000000 -1.117e-05 -5.170e-09 -8.762960 0.211817 0.017257
3735.063720 -999.000000 -1.279e-05 -5.491e-09 -8.354360 0.426364 0.022570
4055.505720 -999.000000 -1.070e-05 9.021e-10 -7.800280 0.540657 0.029206
4386.898035 -999.000000 -8.272e-06 5.701e-09 -7.252750 0.659745 0.036529
4730.058975 -999.000000 -5.727e-06 3.227e-09 -6.861760 0.888240 0.043822
5086.012982 -999.000000 -4.455e-06 1.669e-09 -6.589940 1.171170 0.050341
5455.884449 -999.000000 -7.889e-06 -4.312e-10 -6.695840 1.594090 0.055422
5840.597873 -999.000000 -1.329e-05 -1.704e-09 -6.836070 2.004590 0.059130
6241.686800 -999.000000 -1.750e-05 -3.218e-09 -6.776690 2.247530 0.062129
6660.481758 -999.000000 -1.859e-05 -4.560e-09 -6.405290 2.348950 0.065302
7098.822376 -999.000000 -1.164e-05 -2.495e-09 -5.193900 2.136480 0.069254
7558.451459 -999.000000 -5.972e-06 -6.334e-10 -3.713150 1.855260 0.074091
8041.722420 -999.000000 -3.986e-06 2.398e-09 -2.201350 1.653240 0.079326
8551.091739 -999.000000 -2.414e-06 3.410e-09 -0.958000 1.647040 0.085070
9089.732698 -999.000000 -6.189e-07 2.832e-09 -0.412933 2.060780 0.091566
9661.529130 -999.000000 1.025e-06 3.352e-09 -0.397547 2.825870 0.096880
10271.401806 -999.000000 1.434e-06 4.073e-09 -0.932871 3.994320 0.096566
10925.895618 -999.000000 1.732e-07 3.521e-09 -1.708430 5.278710 0.086850
11633.401331 -999.000000 -2.266e-06 3.098e-09 -2.167990 6.166150 0.068208
12403.751117 -999.000000 -3.389e-06 1.199e-09 -1.699370 6.386170 0.045969
13250.650052 -999.000000 -1.322e-06 1.679e-10 -0.105872 6.105190 0.025248
14194.576102 -999.000000 9.124e-06 -4.686e-11 2.322720 6.028990 0.009489
15271.238044 -999.000000 3.438e-06 -3.950e-11 3.576720 5.522750 0.001653
16553.616647 -999.000000 8.459e-07 3.458e-12 4.335930 5.366210 0.000000
18187.445448 -999.000000 -0.000e+00 -0.000e+00 4.117230 4.771350 0.000000
 279.854167,	40.000000,	1010.000000,	day,	nlevels,	pres0
46.729469 -999.000000 -1.140e-05 9.176e-09 -1.029770 -0.278461 -0.000000
56.729469 -999.000000 -1.140e-05 9.176e-09 -1.029770 -0.278461 -0.000000
66.729469 -999.000000 -1.140e-05 9.176e-09 -1.029770 -0.278461 -0.001323
288.203217 -999.000000 -1.814e-05 1.710e-08 -2.658420 -0.607084 -0.002835
517.044848 -999.000000 -1.081e-05 7.185e-09 -3.546370 -0.626828 -0.003625
750.799442 -999.000000 -4.261e-06 -6.625e-09 -4.284380 -0.566990 -0.003476
989.670014 -999.000000 4.050e-06 -2.684e-08 -5.147340 -0.515308 -0.003202
1233.865826 -999.000000 1.115e-05 -4.719e-08 -6.231720 -0.553101 -0.003636
1483.686715 -999.000000 1.201e-05 -5.027e-08 -7.417410 -0.662635 -0.005107
1739.551204 -999.000000 5.496e-06 -4.466e-08 -8.433330 -0.782763 -0.007450
2001.859077 -999.000000 -2.077e-07 -3.993e-08 -9.115770 -0.803974 -0.010242
2270.822719 -999.000000 -5.818e-06 -3.474e-08 -9.472550 -0.665003 -0.013014
2547.254189 -999.000000 -1.049e-05 -2.623e-08 -9.598290 -0.407524 -0.015177
2831.462696 -999.000000 -1.267e-05 -1.987e-08 -9.513290 -0.095245 -0.016108
3123.760569 -999.000000 -1.501e-05 -1.352e-08 -9.377710 0.204248 -0.015372
3424.959870 -999.000000 -1.764e-05 -1.176e-08 -9.047810 0.381768 -0.012635
3735.472874 -999.000000 -1.953e-05 -1.065e-08 -8.664360 0.533099 -0.007957
4056.117888 -999.000000 -1.819e-05 -4.852e-09 -8.130560 0.647675 -0.001800
4387.410258 -999.000000 -1.600e-05 -7.804e-10 -7.591760 0.776333 0.005142
4730.568074 -999.000000 -1.201e-05 -1.399e-09 -7.155780 1.008050 0.012028
5086.525204 -999.000000 -9.134e-06 -1.624e-09 -6.826160 1.289030 0.018108
5456.193656 -999.000000 -1.115e-05 -4.438e-09 -6.869320 1.684910 0.022941
5840.907081 -999.000000 -1.513e-05 -6.401e-09 -6.951220 2.062050 0.026580
6241.892938 -999.000000 -1.883e-05 -6.794e-09 -6.852690 2.268440 0.029682
6660.481758 -999.000000 -1.957e-05 -7.030e-09 -6.438950 2.323510 0.033111
7098.619361 -999.000000 -1.211e-05 -3.846e-09 -5.153130 2.035790 0.037584
7558.145375 -999.000000 -5.873e-06 -1.430e-09 -3.623130 1.677050 0.043365
8041.414774 -999.000000 -3.463e-06 1.790e-09 -2.155990 1.416490 0.050184
8550.682586 -999.000000 -1.767e-06 2.608e-09 -0.989770 1.359520 0.058178
9089.115845 -999.000000 -1.574e-07 1.843e-09 -0.515181 1.722140 0.067479
9660.813893 -999.000000 1.186e-06 2.093e-09 -0.539765 2.440340 0.076103
10270.581938 -999.000000 8.919e-07 2.946e-09 -1.057010 3.570170 0.079671
10924.972680 -999.000000 -2.314e-06 2.401e-09 -1.747270 4.813670 0.074236
11632.378447 -999.000000 -7.131e-06 2.028e-09 -2.065300 5.680360 0.059774
12402.417465 -999.000000 -7.670e-06 8.936e-10 -1.520510 5.936860 0.041053
13249.319523 -999.000000 -3.280e-06 9.072e-11 0.048455 5.761210 0.022802
14193.244012 -999.000000 7.852e-06 -8.597e-11 2.512240 5.813330 0.008525
15270.012146 -999.000000 4.305e-06 -4.707e-11 3.995850 5.325540 0.001417
16553.001356 -999.000000 2.139e-06 3.531e-12 4.721270 5.040960 -0.000001
18188.262193 -999.000000 -0.000e+00 -0.000e+00 4.409630 4.384510 -0.000001
 279.875000,	40.000000,	1010.000000,	day,	nlevels,	pres0
46.729469 -999.000000 -8.643e-06 7.681e-09 -0.638446 -0.052244 -0.000000
56.729469 -999.000000 -8.643e-06 7.681e-09 -0.638446 -0.052244 -0.000000
66.729469 -999.000000 -8.643e-06 7.681e-09 -0.638446 -0.052244 -0.001296
287.997079 -999.000000 -1.546e-05 1.921e-08 -2.309220 -0.342228 -0.003009
516.738764 -999.000000 -8.176e-06 1.093e-08 -3.496670 -0.394536 -0.004193
750.593304 -999.000000 -1.907e-06 -1.511e-09 -4.433990 -0.347453 -0.004541
989.570069 -999.000000 4.437e-06 -1.920e-08 -5.466850 -0.332565 -0.004762
1233.865826 -999.000000 1.338e-05 -4.124e-08 -6.629570 -0.407207 -0.005532
1483.689838 -999.000000 1.911e-05 -5.519e-08 -7.792750 -0.534687 -0.007157
1739.548081 -999.000000 1.412e-05 -5.206e-08 -8.745170 -0.635432 -0.009593
2001.859077 -999.000000 8.978e-06 -4.666e-08 -9.372060 -0.602828 -0.012540
2270.925788 -999.000000 3.694e-06 -4.182e-08 -9.702320 -0.414177 -0.015571
2547.457204 -999.000000 -2.941e-06 -3.358e-08 -9.817580 -0.126225 -0.018155
2831.668834 -999.000000 -8.204e-06 -2.275e-08 -9.748930 0.183858 -0.019797
3124.169723 -999.000000 -1.319e-05 -1.236e-08 -9.633380 0.469720 -0.020018
3425.269077 -999.000000 -1.663e-05 -1.040e-08 -9.327200 0.577237 -0.018464
3735.985096 -999.000000 -1.918e-05 -9.169e-09 -8.967760 0.661157 -0.015034
4056.633234 -999.000000 -1.953e-05 -5.126e-09 -8.457590 0.763407 -0.010152
4388.022426 -999.000000 -1.856e-05 -2.536e-09 -7.930650 0.890202 -0.004523
