z[m]	p[mb]	tls[K/s]	q[kg/kg/s]	u[m/s]	v[m/s]	w[m/s]
5847.250519 -999.000000 -7.391e-06 -8.754e-09 -6.334650 -3.337760 0.014097
6246.905847 -999.000000 -5.507e-06 -1.323e-08 -6.461490 -3.289610 0.022923
6664.573291 -999.000000 -3.613e-06 -1.740e-08 -6.500760 -3.323850 0.032893
7101.892588 -999.000000 -5.682e-06 -1.342e-08 -6.141190 -3.697330 0.042990
7560.909502 -999.000000 -8.871e-06 -9.225e-09 -5.609260 -4.118430 0.051175
8043.872817 -999.000000 -1.094e-05 -5.288e-09 -4.942070 -4.377370 0.054432
8553.343644 -999.000000 -1.143e-05 -2.678e-09 -4.110010 -4.426070 0.049625
9092.802910 -999.000000 -1.014e-05 -3.375e-09 -2.986740 -4.089390 0.034641
9665.522279 -999.000000 -9.611e-06 -3.018e-09 -1.856500 -3.442450 0.011164
10275.904054 -999.000000 -9.905e-06 -1.484e-09 -0.968279 -2.450830 -0.014695
10929.478052 -999.000000 -8.571e-06 -5.419e-10 -0.379043 -1.172260 -0.034983
11634.016622 -999.000000 -2.077e-06 -1.746e-10 -0.730466 0.608916 -0.043772
12400.065614 -999.000000 -1.448e-06 1.881e-10 -2.011210 2.564910 -0.041177
13242.670001 -999.000000 -6.163e-06 7.166e-11 -1.622420 2.694180 -0.031114
14184.134885 -999.000000 -7.600e-07 -2.723e-11 2.720900 2.226950 -0.017393
15260.490743 -999.000000 8.029e-06 -1.289e-11 3.968750 2.245890 -0.005267
16547.065509 -999.000000 7.284e-06 7.852e-12 5.618950 1.836780 0.000000
18192.358411 -999.000000 -0.000e+00 -0.000e+00 4.493960 1.006610 0.000000
 278.166667,	40.000000,	1010.000000,	day,	nlevels,	pres0
70.266716 -999.000000 -2.066e-07 1.142e-10 -0.728934 0.105291 0.000000
80.266716 -999.000000 -2.066e-07 1.142e-10 -0.728934 0.105291 0.000000
90.266716 -999.000000 -2.066e-07 1.142e-10 -0.728934 0.105291 0.000582
312.252686 -999.000000 2.469e-06 -1.288e-09 -1.779690 -0.154897 0.000412
539.460827 -999.000000 3.474e-06 -7.423e-09 -2.633570 -0.933760 -0.000697
771.778700 -999.000000 1.094e-05 -1.891e-08 -2.933660 -2.335590 -0.002217
1009.424936 -999.000000 1.582e-05 -2.590e-08 -3.928950 -3.036190 -0.003216
1252.696248 -999.000000 1.595e-05 -2.229e-08 -5.475890 -2.895830 -0.002966
1501.805023 -999.000000 1.022e-05 -2.136e-08 -6.870210 -2.854730 -0.001488
1757.257236 -999.000000 -1.555e-06 -1.727e-08 -7.464010 -3.053020 0.000617
2019.255901 -999.000000 -1.045e-05 -1.601e-08 -7.480210 -3.276370 0.002679
2288.216420 -999.000000 -1.575e-05 -1.557e-08 -7.231470 -3.468370 0.004152
2564.344929 -999.000000 -1.874e-05 -1.133e-08 -6.934470 -3.709790 0.004628
2848.044337 -999.000000 -1.778e-05 -7.743e-09 -6.638710 -3.910890 0.003908
3139.826864 -999.000000 -1.568e-05 -3.949e-09 -6.350200 -4.056960 0.002110
3440.004843 -999.000000 -7.852e-06 -9.530e-09 -6.106520 -3.855800 -0.000370
3749.290387 -999.000000 -1.098e-06 -1.255e-08 -5.921390 -3.596110 -0.002945
4068.095773 -999.000000 3.672e-06 -7.038e-09 -6.040740 -3.283150 -0.004837
4397.542268 -999.000000 4.422e-06 -2.920e-09 -6.189130 -3.010340 -0.005283
4738.554371 -999.000000 -2.958e-06 -5.521e-10 -6.226260 -2.984850 -0.003668
5092.665627 -999.000000 -1.056e-05 1.017e-09 -6.236250 -3.003240 0.000088
5460.797412 -999.000000 -1.121e-05 -3.990e-09 -6.225970 -2.996880 0.005478
5844.077238 -999.000000 -9.919e-06 -8.126e-09 -6.238560 -2.984980 0.012246
6243.835636 -999.000000 -7.004e-06 -1.258e-08 -6.350170 -2.973890 0.020458
6661.503080 -999.000000 -3.716e-06 -1.657e-08 -6.357170 -3.075970 0.029847
7098.925445 -999.000000 -4.617e-06 -1.382e-08 -5.938010 -3.545870 0.039394
7557.839291 -999.000000 -7.110e-06 -1.042e-08 -5.347550 -4.062630 0.047093
8040.697975 -999.000000 -9.533e-06 -5.497e-09 -4.645800 -4.390300 0.049842
8550.273433 -999.000000 -1.080e-05 -2.506e-09 -3.799930 -4.472670 0.044197
9089.425053 -999.000000 -9.937e-06 -3.959e-09 -2.692900 -4.106820 0.027983
9662.039791 -999.000000 -9.734e-06 -4.096e-09 -1.570910 -3.398350 0.003261
10272.323182 -999.000000 -1.039e-05 -2.311e-09 -0.646584 -2.329620 -0.022766
10925.691041 -999.000000 -7.986e-06 -1.056e-09 -0.213060 -0.891753 -0.041604
11630.025035 -999.000000 -1.003e-06 -3.203e-10 -1.023450 1.086510 -0.048129
12396.074027 -999.000000 -3.146e-06 2.066e-10 -2.534370 2.858060 -0.043831
13239.087567 -999.000000 -7.662e-06 9.212e-11 -1.609540 2.428160 -0.033019
14180.963166 -999.000000 8.335e-08 -3.442e-11 3.155420 1.814050 -0.018731
15258.037384 -999.000000 9.879e-06 -2.733e-11 4.176070 2.105170 -0.005758
16545.225881 -999.000000 7.382e-06 3.985e-12 5.460670 1.974890 0.000000
18190.617167 -999.000000 -0.000e+00 -0.000e+00 4.338980 1.040070 0.000000
 278.187500,	40.000000,	1010.000000,	day,	nlevels,	pres0
67.299573 -999.000000 -2.445e-07 -3.932e-12 -0.511415 0.081186 0.000000
77.299573 -999.000000 -2.445e-07 -3.932e-12 -0.511415 0.081186 0.000000
87.299573 -999.000000 -2.445e-07 -3.932e-12 -0.511415 0.081186 0.000436
309.079406 -999.000000 2.792e-06 -1.426e-09 -1.521950 -0.194104 0.000091
536.181354 -999.000000 3.912e-06 -8.268e-09 -2.382340 -0.965151 -0.001218
768.505474 -999.000000 1.084e-05 -1.894e-08 -2.731510 -2.350190 -0.002819
1006.148586 -999.000000 1.409e-05 -2.290e-08 -3.853020 -2.954270 -0.003668
1249.319953 -999.000000 1.231e-05 -1.923e-08 -5.524440 -2.825080 -0.003108
1498.425604 -999.000000 4.657e-06 -1.980e-08 -6.981670 -2.823970 -0.001301
1753.877817 -999.000000 -7.765e-06 -1.613e-08 -7.575280 -3.042410 0.001056
2015.879606 -999.000000 -1.754e-05 -1.461e-08 -7.582850 -3.278200 0.003270
2284.637109 -999.000000 -2.246e-05 -1.344e-08 -7.330100 -3.470360 0.004813
2560.659426 -999.000000 -2.348e-05 -7.749e-09 -7.006730 -3.686840 0.005289
2844.258888 -999.000000 -2.129e-05 -4.511e-09 -6.670980 -3.858510 0.004514
3135.835277 -999.000000 -1.799e-05 -1.266e-09 -6.335930 -3.978190 0.002638
3436.013256 -999.000000 -8.137e-06 -9.661e-09 -6.011970 -3.773980 0.000094
3745.092661 -999.000000 -1.884e-07 -1.500e-08 -5.745910 -3.515200 -0.002550
4063.894924 -999.000000 2.846e-06 -8.860e-09 -5.811040 -3.207840 -0.004625
4393.344542 -999.000000 2.347e-06 -4.436e-09 -5.917720 -2.935760 -0.005407
4734.356646 -999.000000 -5.570e-06 -1.471e-09 -5.949830 -2.881060 -0.004238
5088.467902 -999.000000 -1.367e-05 7.744e-10 -5.971070 -2.859340 -0.000991
5456.602809 -999.000000 -1.445e-05 -3.661e-09 -6.009550 -2.792590 0.003851
5839.779567 -999.000000 -1.316e-05 -7.321e-09 -6.072690 -2.739100 0.010013
6239.744103 -999.000000 -9.836e-06 -1.177e-08 -6.213370 -2.774050 0.017481
6657.511493 -999.000000 -5.960e-06 -1.553e-08 -6.231100 -2.941510 0.025954
7094.933858 -999.000000 -5.732e-06 -1.390e-08 -5.781570 -3.462360 0.034456
7553.847704 -999.000000 -7.262e-06 -1.135e-08 -5.158040 -4.012880 0.041103
8036.707949 -999.000000 -9.625e-06 -5.894e-09 -4.448070 -4.338400 0.042986
8546.281845 -999.000000 -1.093e-05 -2.472e-09 -3.610940 -4.392450 0.036742
9085.330396 -999.000000 -8.617e-06 -4.668e-09 -2.531640 -3.965680 0.020260
9657.742120 -999.000000 -6.920e-06 -5.214e-09 -1.473390 -3.174650 -0.003905
10267.820934 -999.000000 -7.614e-06 -3.051e-09 -0.674376 -2.005610 -0.027692
10921.187231 -999.000000 -5.173e-06 -1.355e-09 -0.545723 -0.422377 -0.042549
11625.519664 -999.000000 -1.250e-06 -1.635e-12 -1.683700 1.545390 -0.045130
12391.877863 -999.000000 -6.168e-06 2.912e-10 -3.022090 2.922260 -0.038907
13235.300557 -999.000000 -6.925e-06 8.133e-11 -1.422520 2.079720 -0.028375
14177.586870 -999.000000 4.475e-06 -7.034e-11 3.636410 1.596540 -0.015557
15255.068680 -999.000000 1.226e-05 -3.696e-11 4.405180 2.219920 -0.004545
16542.255615 -999.000000 8.155e-06 5.428e-13 5.396380 2.174360 -0.000000
18187.034733 -999.000000 -0.000e+00 -0.000e+00 4.338220 1.051270 -0.000000
 278.208333,	40.000000,	1010.000000,	day,	nlevels,	pres0
64.332431 -999.000000 -3.650e-08 -3.192e-10 -0.289983 0.058927 0.000000
74.332431 -999.000000 -3.650e-08 -3.192e-10 -0.289983 0.058927 0.000000
84.332431 -999.000000 -3.650e-08 -3.192e-10 -0.289983 0.058927 0.000155
305.909248 -999.000000 3.114e-06 -1.352e-09 -1.263920 -0.236348 -0.000502
532.908128 -999.000000 4.434e-06 -9.503e-09 -2.132200 -0.998974 -0.002133
765.232247 -999.000000 1.064e-05 -1.969e-08 -2.532490 -2.366860 -0.003900
1002.772290 -999.000000 1.208e-05 -2.090e-08 -3.777900 -2.873610 -0.004650
1245.943657 -999.000000 8.199e-06 -1.759e-08 -5.570840 -2.756470 -0.003800
1495.049308 -999.000000 -1.773e-06 -1.984e-08 -7.092600 -2.795190 -0.001661
1750.501521 -999.000000 -1.526e-05 -1.671e-08 -7.688670 -3.032510 0.000973
2012.297172 -999.000000 -2.612e-05 -1.492e-08 -7.689150 -3.280240 0.003392
2281.054675 -999.000000 -3.071e-05 -1.290e-08 -7.432340 -3.472360 0.005080
2556.973923 -999.000000 -2.965e-05 -5.769e-09 -7.081160 -3.662990 0.005676
2840.470315 -999.000000 -2.603e-05 -2.881e-09 -6.705140 -3.804780 0.005004
3131.946759 -999.000000 -2.133e-05 -1.875e-10 -6.323240 -3.897510 0.003243
3431.918599 -999.000000 -9.324e-06 -1.122e-08 -5.920150 -3.691250 0.000887
3740.998005 -999.000000 -3.749e-08 -1.873e-08 -5.574120 -3.434280 -0.001534
4059.700322 -999.000000 1.453e-06 -1.157e-08 -5.585100 -3.132580 -0.003479
4389.046871 -999.000000 -3.216e-07 -6.521e-09 -5.650350 -2.861710 -0.004286
4730.158920 -999.000000 -8.842e-06 -2.849e-09 -5.676920 -2.778270 -0.003253
5084.170230 -999.000000 -1.753e-05 1.410e-10 -5.708900 -2.716730 -0.000221
5452.202069 -999.000000 -1.862e-05 -3.783e-09 -5.797410 -2.589080 0.004371
5835.684910 -999.000000 -1.748e-05 -6.999e-09 -5.911880 -2.493360 0.010206
6235.443308 -999.000000 -1.371e-05 -1.143e-08 -6.081590 -2.574120 0.017218
6653.316891 -999.000000 -9.177e-06 -1.495e-08 -6.109900 -2.806870 0.025040
7090.942271 -999.000000 -7.779e-06 -1.438e-08 -5.628940 -3.379190 0.032707
7549.956062 -999.000000 -8.384e-06 -1.257e-08 -4.971610 -3.963920 0.038465
8032.817869 -999.000000 -1.068e-05 -6.516e-09 -4.252310 -4.287160 0.039586
8542.188751 -999.000000 -1.198e-05 -2.569e-09 -3.422980 -4.312750 0.032840
9081.134232 -999.000000 -8.113e-06 -5.467e-09 -2.369980 -3.825860 0.016161
9653.545956 -999.000000 -4.920e-06 -6.398e-09 -1.374690 -2.952320 -0.007406
10263.521701 -999.000000 -5.364e-06 -3.753e-09 -0.701000 -1.682370 -0.028913
10916.581914 -999.000000 -2.766e-06 -1.588e-09 -0.877941 0.046590 -0.039844
11621.122046 -999.000000 -1.920e-06 2.793e-10 -2.344630 2.004480 -0.038629
12387.783207 -999.000000 -9.172e-06 3.696e-10 -3.511840 2.986370 -0.030879
13231.408915 -999.000000 -5.896e-06 5.867e-11 -1.237620 1.730050 -0.021463
14174.105944 -999.000000 8.495e-06 -1.113e-10 4.116310 1.377070 -0.011249
15252.099976 -999.000000 1.427e-05 -4.695e-11 4.634060 2.334250 -0.003055
16539.389981 -999.000000 8.770e-06 -3.406e-12 5.332120 2.373810 0.000000
18183.453861 -999.000000 -0.000e+00 -0.000e+00 4.337470 1.062470 0.000000
 278.229167,	40.000000,	1010.000000,	day,	nlevels,	pres0
62.180472 -999.000000 1.293e-07 -5.234e-10 -0.093895 0.032389 0.000000
72.180472 -999.000000 1.293e-07 -5.234e-10 -0.093895 0.032389 0.000000
82.180472 -999.000000 1.293e-07 -5.234e-10 -0.093895 0.032389 -0.000124
303.554274 -999.000000 3.283e-06 -1.803e-09 -1.057060 -0.305933 -0.001018
530.553154 -999.000000 4.650e-06 -9.908e-09 -1.890960 -1.006410 -0.002843
762.774204 -999.000000 1.075e-05 -1.990e-08 -2.411980 -2.351740 -0.004683
1000.314247 -999.000000 1.131e-05 -1.901e-08 -3.763550 -2.842820 -0.005335
1243.385668 -999.000000 6.176e-06 -1.589e-08 -5.661970 -2.757930 -0.004307
1492.491319 -999.000000 -4.683e-06 -1.893e-08 -7.263320 -2.801360 -0.002006
1747.840463 -999.000000 -1.815e-05 -1.677e-08 -7.916320 -3.015160 0.000721
2009.536168 -999.000000 -2.843e-05 -1.568e-08 -7.916690 -3.247680 0.003202
2278.087533 -999.000000 -3.201e-05 -1.308e-08 -7.634970 -3.434370 0.004991
2553.803766 -999.000000 -2.962e-05 -6.092e-09 -7.246400 -3.602210 0.005730
2837.193966 -999.000000 -2.534e-05 -4.123e-09 -6.842050 -3.727140 0.005188
3128.570463 -999.000000 -1.989e-05 -2.518e-09 -6.431160 -3.808200 0.003550
3428.439235 -999.000000 -7.390e-06 -1.449e-08 -5.987580 -3.623160 0.001371
3737.521764 -999.000000 2.344e-06 -2.294e-08 -5.587950 -3.393270 -0.000821
4056.324026 -999.000000 2.773e-06 -1.496e-08 -5.478840 -3.127290 -0.002560
4385.770521 -999.000000 1.501e-07 -9.426e-09 -5.436380 -2.882030 -0.003201
4726.885694 -999.000000 -8.869e-06 -5.187e-09 -5.470350 -2.763170 -0.002002
5080.790812 -999.000000 -1.790e-05 -1.865e-09 -5.529820 -2.661130 0.001219
5448.928842 -999.000000 -1.975e-05 -4.758e-09 -5.634800 -2.522770 0.005990
5832.308615 -999.000000 -1.929e-05 -6.912e-09 -5.757540 -2.431340 0.011857
6232.166958 -999.000000 -1.556e-05 -1.102e-08 -5.917770 -2.546730 0.018522
6650.040541 -999.000000 -1.121e-05 -1.394e-08 -5.934110 -2.814250 0.025518
7087.462906 -999.000000 -9.495e-06 -1.393e-08 -5.446300 -3.396620 0.032027
7546.479821 -999.000000 -9.700e-06 -1.267e-08 -4.785760 -3.976040 0.036532
8029.236997 -999.000000 -1.172e-05 -6.533e-09 -4.066570 -4.272470 0.036729
8538.504809 -999.000000 -1.226e-05 -2.387e-09 -3.245470 -4.271340 0.029726
9077.347222 -999.000000 -6.072e-06 -5.861e-09 -2.216710 -3.777610 0.013746
9649.555930 -999.000000 -9.751e-07 -7.018e-09 -1.323000 -2.901610 -0.007703
10259.427045 -999.000000 -2.095e-06 -3.273e-09 -0.905481 -1.622660 -0.025392
10912.794904 -999.000000 -2.122e-06 -8.238e-10 -1.282770 0.074901 -0.031672
11617.335036 -999.000000 -3.841e-06 4.712e-10 -2.704490 1.893730 -0.027143
12383.997758 -999.000000 -1.052e-05 4.074e-10 -3.583030 2.658630 -0.018836
13227.826481 -999.000000 -3.536e-06 -1.382e-11 -0.964614 1.343790 -0.011543
14170.625017 -999.000000 1.052e-05 -1.095e-10 4.506330 1.253650 -0.005250
15248.620612 -999.000000 1.253e-05 -4.196e-11 4.921850 2.388900 -0.001094
16535.499901 -999.000000 8.420e-06 -3.450e-12 5.476200 2.385480 0.000000
18178.334759 -999.000000 -0.000e+00 -0.000e+00 4.535780 0.938448 0.000000
 278.250000,	40.000000,	1010.000000,	day,	nlevels,	pres0
60.137829 -999.000000 -4.694e-07 -3.093e-10 0.091345 0.000881 0.000000
70.137829 -999.000000 -4.694e-07 -3.093e-10 0.091345 0.000881 0.000000
80.137829 -999.000000 -4.694e-07 -3.093e-10 0.091345 0.000881 0.000131
301.199300 -999.000000 3.774e-06 -3.005e-09 -0.851141 -0.365865 -0.000425
528.198180 -999.000000 5.378e-06 -9.477e-09 -1.646790 -1.006010 -0.001907
760.422353 -999.000000 1.156e-05 -1.804e-08 -2.282520 -2.329540 -0.003401
997.859327 -999.000000 1.247e-05 -1.350e-08 -3.744340 -2.806080 -0.003658
1240.927625 -999.000000 6.984e-06 -9.396e-09 -5.757230 -2.752070 -0.002229
1489.930207 -999.000000 -4.003e-06 -1.236e-08 -7.434980 -2.801820 0.000378
1745.076336 -999.000000 -1.696e-05 -1.066e-08 -8.137900 -2.995610 0.003276
2006.668971 -999.000000 -2.632e-05 -1.026e-08 -8.133940 -3.214020 0.005821
2275.120390 -999.000000 -2.879e-05 -7.561e-09 -7.827280 -3.395390 0.007615
2550.733554 -999.000000 -2.530e-05 -1.301e-09 -7.403730 -3.542110 0.008281
2833.917616 -999.000000 -2.074e-05 -6.554e-10 -6.970830 -3.651750 0.007533
3125.091099 -999.000000 -1.479e-05 -4.345e-10 -6.530800 -3.722880 0.005546
3425.062939 -999.000000 -2.112e-06 -1.393e-08 -6.043590 -3.556940 0.002904
3734.042399 -999.000000 7.737e-06 -2.387e-08 -5.587980 -3.352390 0.000158
4052.947731 -999.000000 6.358e-06 -1.589e-08 -5.359610 -3.122270 -0.002234
4382.394226 -999.000000 2.161e-06 -1.038e-08 -5.209490 -2.901690 -0.003592
4723.509398 -999.000000 -7.226e-06 -6.105e-09 -5.252350 -2.746220 -0.003087
5077.414516 -999.000000 -1.625e-05 -2.729e-09 -5.340360 -2.602820 -0.000509
5445.549423 -999.000000 -1.840e-05 -4.730e-09 -5.458190 -2.454620 0.003604
5828.929196 -999.000000 -1.825e-05 -5.963e-09 -5.587200 -2.368730 0.008652
6228.790663 -999.000000 -1.453e-05 -9.637e-09 -5.737170 -2.519540 0.014138
6646.664245 -999.000000 -1.036e-05 -1.197e-08 -5.741200 -2.822290 0.019543
7084.083487 -999.000000 -8.523e-06 -1.251e-08 -5.250000 -3.413580 0.024195
7542.997333 -999.000000 -8.510e-06 -1.189e-08 -4.588780 -3.986770 0.026899
8025.656125 -999.000000 -1.040e-05 -5.964e-09 -3.873220 -4.256430 0.025753
8534.819306 -999.000000 -1.029e-05 -1.803e-09 -3.063340 -4.228840 0.018186
9073.457142 -999.000000 -2.394e-06 -5.985e-09 -2.063200 -3.726070 0.002656
9645.564343 -999.000000 3.702e-06 -7.306e-09 -1.273580 -2.846850 -0.016909
10255.435458 -999.000000 1.224e-06 -2.805e-09 -1.112340 -1.559940 -0.030956
10908.801755 -999.000000 -1.113e-06 -1.927e-10 -1.688230 0.105764 -0.032665
11613.443394 -999.000000 -5.509e-06 6.175e-10 -3.062400 1.784230 -0.024566
12380.209186 -999.000000 -1.172e-05 4.557e-10 -3.650170 2.331800 -0.014806
13224.042594 -999.000000 -1.729e-06 -7.177e-11 -0.687578 0.960228 -0.007614
14167.147214 -999.000000 1.353e-05 -9.562e-11 4.898360 1.134020 -0.002306
15245.039739 -999.000000 1.159e-05 -3.667e-11 5.210120 2.444360 0.000099
16531.611383 -999.000000 8.118e-06 2.282e-14 5.620300 2.397180 0.000000
18173.218781 -999.000000 -0.000e+00 -0.000e+00 4.734090 0.814422 0.000000
 278.270833,	40.000000,	1010.000000,	day,	nlevels,	pres0
61.365289 -999.000000 -1.002e-06 1.784e-10 0.227250 0.077789 0.000000
71.365289 -999.000000 -1.002e-06 1.784e-10 0.227250 0.077789 0.000000
81.365289 -999.000000 -1.002e-06 1.784e-10 0.227250 0.077789 0.000448
302.529829 -999.000000 3.959e-06 -3.272e-09 -0.684864 -0.305606 0.000256
529.325694 -999.000000 5.562e-06 -8.147e-09 -1.519660 -0.954501 -0.000872
761.543621 -999.000000 1.162e-05 -1.481e-08 -2.213840 -2.214950 -0.002061
998.986841 -999.000000 1.270e-05 -7.992e-09 -3.784180 -2.707250 -0.002043
1241.952070 -999.000000 7.412e-06 -3.981e-09 -5.844090 -2.719930 -0.000409
1490.851583 -999.000000 -2.182e-06 -6.619e-09 -7.542510 -2.807320 0.002270
1745.997711 -999.000000 -1.344e-05 -5.428e-09 -8.312430 -2.994270 0.005118
2007.490401 -999.000000 -2.102e-05 -7.404e-09 -8.322470 -3.185540 0.007572
2275.732559 -999.000000 -2.164e-05 -7.421e-09 -7.974620 -3.346640 0.009300
2551.142708 -999.000000 -1.800e-05 -2.870e-09 -7.495450 -3.480510 0.009918
2834.226823 -999.000000 -1.449e-05 -1.769e-09 -7.017710 -3.591550 0.009088
3125.397183 -999.000000 -9.790e-06 -1.098e-09 -6.536040 -3.666280 0.006967
3425.166008 -999.000000 1.166e-06 -1.342e-08 -6.016250 -3.503170 0.004150
3734.145468 -999.000000 9.977e-06 -2.288e-08 -5.522640 -3.300260 0.001167
4053.047676 -999.000000 7.653e-06 -1.596e-08 -5.214660 -3.062600 -0.001544
4382.394226 -999.000000 2.737e-06 -1.111e-08 -4.996210 -2.831190 -0.003302
4723.506275 -999.000000 -6.158e-06 -6.853e-09 -5.068140 -2.661320 -0.003241
5077.414516 -999.000000 -1.420e-05 -3.517e-09 -5.198390 -2.504650 -0.001117
5445.446354 -999.000000 -1.571e-05 -4.946e-09 -5.329370 -2.352010 0.002533
5828.726181 -999.000000 -1.510e-05 -5.546e-09 -5.467690 -2.264960 0.006996
6228.484579 -999.000000 -1.149e-05 -8.340e-09 -5.632000 -2.418870 0.011560
6646.152023 -999.000000 -7.967e-06 -1.004e-08 -5.647120 -2.723690 0.015620
7083.471319 -999.000000 -7.469e-06 -1.005e-08 -5.155350 -3.308620 0.018620
7542.282095 -999.000000 -8.469e-06 -9.289e-09 -4.494870 -3.867220 0.019702
8024.834695 -999.000000 -1.014e-05 -4.197e-09 -3.798860 -4.105480 0.017473
8533.896369 -999.000000 -8.624e-06 -6.329e-10 -3.014530 -4.050270 0.009845
9072.434259 -999.000000 1.191e-06 -5.403e-09 -2.040910 -3.542630 -0.004448
9644.436829 -999.000000 7.512e-06 -6.914e-09 -1.328260 -2.702780 -0.021584
10254.307943 -999.000000 3.114e-06 -2.234e-09 -1.356540 -1.529870 -0.032683
10907.675802 -999.000000 -1.076e-06 2.710e-10 -2.020940 -0.003542 -0.031898
11612.317442 -999.000000 -6.971e-06 8.265e-10 -3.227590 1.564340 -0.022422
12379.083233 -999.000000 -1.023e-05 4.426e-10 -3.568180 2.048720 -0.012403
13222.813573 -999.000000 4.238e-07 -1.250e-10 -0.471763 0.777858 -0.005823
14165.815124 -999.000000 1.337e-05 -6.646e-11 5.085310 1.197030 -0.001589
15243.810718 -999.000000 1.031e-05 -2.847e-11 5.357890 2.504380 0.000162
16530.180908 -999.000000 7.992e-06 -1.784e-13 5.680590 2.408990 -0.000000
18171.480661 -999.000000 -0.000e+00 -0.000e+00 4.793970 0.824880 -0.000000
 278.291667,	40.000000,	1010.000000,	day,	nlevels,	pres0
62.489679 -999.000000 1.944e-07 -1.145e-09 0.381996 0.161105 -0.000000
72.489679 -999.000000 1.944e-07 -1.145e-09 0.381996 0.161105 -0.000000
82.489679 -999.000000 1.944e-07 -1.145e-09 0.381996 0.161105 -0.000335
303.654220 -999.000000 3.661e-06 -2.002e-09 -0.517539 -0.261157 -0.001403
530.450085 -999.000000 4.363e-06 -7.083e-09 -1.397480 -0.916392 -0.003391
762.571189 -999.000000 1.056e-05 -1.502e-08 -2.158410 -2.109690 -0.005289
1000.008163 -999.000000 1.001e-05 -8.176e-09 -3.829290 -2.615020 -0.005824
1242.976515 -999.000000 3.849e-06 -5.619e-09 -5.922070 -2.697550 -0.004675
1491.776082 -999.000000 -5.550e-06 -9.438e-09 -7.647500 -2.819990 -0.002491
1746.816018 -999.000000 -1.597e-05 -9.796e-09 -8.498160 -2.993040 -0.000134
2008.202515 -999.000000 -2.219e-05 -1.421e-08 -8.531170 -3.154230 0.001919
2276.347850 -999.000000 -2.081e-05 -1.630e-08 -8.143890 -3.294330 0.003426
2551.651807 -999.000000 -1.657e-05 -1.260e-08 -7.605860 -3.414030 0.004020
2834.532907 -999.000000 -1.363e-05 -1.017e-08 -7.082830 -3.525420 0.003340
3125.603321 -999.000000 -9.790e-06 -8.326e-09 -6.559520 -3.602070 0.001536
3425.369023 -999.000000 -1.297e-07 -1.867e-08 -6.011070 -3.445870 -0.000754
3734.245414 -999.000000 7.957e-06 -2.690e-08 -5.482460 -3.247950 -0.003038
4053.047676 -999.000000 5.345e-06 -2.000e-08 -5.091800 -3.003540 -0.005006
4382.394226 -999.000000 1.992e-07 -1.493e-08 -4.802990 -2.763550 -0.006068
4723.509398 -999.000000 -7.832e-06 -9.979e-09 -4.901850 -2.580620 -0.005372
5077.414516 -999.000000 -1.488e-05 -6.260e-09 -5.072650 -2.411790 -0.002642
5445.243339 -999.000000 -1.631e-05 -6.860e-09 -5.223410 -2.251940 0.001644
5828.420097 -999.000000 -1.589e-05 -6.670e-09 -5.375140 -2.160670 0.006675
6227.975479 -999.000000 -1.251e-05 -8.764e-09 -5.553260 -2.317250 0.011485
6645.639800 -999.000000 -9.497e-06 -9.956e-09 -5.578840 -2.623980 0.015309
7082.756081 -999.000000 -9.918e-06 -9.410e-09 -5.080470 -3.205040 0.017691
7541.563734 -999.000000 -1.169e-05 -8.348e-09 -4.416380 -3.750850 0.018038
8024.017950 -999.000000 -1.302e-05 -3.630e-09 -3.734710 -3.956920 0.015448
8532.875047 -999.000000 -9.912e-06 -2.425e-10 -2.971130 -3.872850 0.008377
9071.309868 -999.000000 2.209e-06 -5.142e-09 -2.016670 -3.363710 -0.004052
9643.312438 -999.000000 8.918e-06 -6.549e-09 -1.377260 -2.564400 -0.018065
10253.082045 -999.000000 3.443e-06 -1.717e-09 -1.596280 -1.503450 -0.025497
